id,subfield_id,subfield,title,authors,venue,year,arxiv_id,doi,pdf_url,summary_zh,in_pool
76,6,共形预测/不确定性量化,Error-quantified Conformal Inference for Time Series,Junxi Wu; Dongjian Hu; Yajie Bao; Shu-Tao Xia; Changliang Zou,ICLR 2025,2025,2502.00818,,https://arxiv.org/pdf/2502.00818,提出误差量化的共形推断，用平滑误差反馈改进时序在线覆盖与区间效率。,yes
77,6,共形预测/不确定性量化,Conformalized Time Series with Semantic Features,Baiting Chen; Zhimei Ren; Lu Cheng,NeurIPS 2024,2024,,10.52202/079017-3859,https://doi.org/10.52202/079017-3859,在潜在语义特征空间中加权非交换共形预测，为时序构造更高效的预测区间。,yes
78,6,共形预测/不确定性量化,Relational Conformal Prediction for Correlated Time Series,Andrea Cini; Alexander Jenkins; Danilo Mandic; Cesare Alippi; Filippo Maria Bianchi,ICML 2025,2025,2502.09443,,https://arxiv.org/pdf/2502.09443,利用相关时序间的关系结构（图）进行共形预测以改进不确定性量化。,yes
79,6,共形预测/不确定性量化,Conformal Prediction for Time-series Forecasting with Change Points,Sophia Sun; Rose Yu,NeurIPS 2025,2025,2509.02844,10.52202/085713-0410,https://arxiv.org/pdf/2509.02844,针对含变点的时序预测设计共形预测方法并保持覆盖保证。,yes
80,6,共形预测/不确定性量化,Flow-based Conformal Prediction for Multi-dimensional Time Series,Junghwan Lee; Chen Xu; Yao Xie,ICLR 2026,2026,2502.05709,,https://arxiv.org/pdf/2502.05709,用流模型变换构造多维时序的共形预测集。,yes
81,6,共形预测/不确定性量化,ResCP: Reservoir Conformal Prediction for Time Series Forecasting,Roberto Neglia; Andrea Cini; Michael M. Bronstein; Filippo Maria Bianchi,ICLR 2026,2026,2510.05060,,https://arxiv.org/pdf/2510.05060,提出无需训练的水库计算共形预测 ResCP，用回声状态网络相似度加权非一致性分数。,yes
82,6,共形预测/不确定性量化,Conditional Quantile Adjusted Conformal Prediction for Time Series,Cheng Yu; Zhoufan Zhu; Ke Zhu,ICML 2026,2026,,,https://openreview.net/forum?id=I7qW7mXhRF,提出条件分位数调整的时序共形预测方法。,yes
83,6,共形预测/不确定性量化,Exploring the Noise Robustness of Online Conformal Prediction,Huajun Xi; Kangdao Liu; Hao Zeng; Wenguang Sun; Hongxin Wei,NeurIPS 2025,2025,2501.18363,10.52202/085713-1546,https://arxiv.org/pdf/2501.18363,研究在线共形预测在标签噪声下的稳健性并提出修正方法。,yes
84,6,共形预测/不确定性量化,Distribution-informed Online Conformal Prediction,Dongjian Hu; Junxi Wu; Shu-Tao Xia; Changliang Zou,ICLR 2026,2026,2512.07770,,https://arxiv.org/pdf/2512.07770,将分布信息引入在线共形预测以改进覆盖与效率。,yes
85,6,共形预测/不确定性量化,Online Differentially Private Conformal Prediction for Uncertainty Quantification,Qiangqiang Zhang; Ting Li; Xinwei Feng; Xiaodong Yan; Jinhan Xie,ICML 2025,2025,,,https://openreview.net/forum?id=dmZQrojdVU,提出在线差分隐私共形预测框架进行不确定性量化。,yes
86,7,多模态/文本条件化,Time-MMD: Multi-Domain Multimodal Dataset for Time Series Analysis,Haoxin Liu; Shangqing Xu; Zhiyuan Zhao; Lingkai Kong; Harshavardhan Kamarthi; Aditya B. Sasanur; Megha Sharma; Jiaming Cui; Qingsong Wen; Chao Zhang; B. Aditya Prakash,NeurIPS 2024 D&B,2024,2406.08627,10.52202/079017-2476,https://arxiv.org/pdf/2406.08627,发布覆盖 9 个领域的数值-文本配对多模态时序数据集 Time-MMD 及评测库 MM-TSFlib。,yes
87,7,多模态/文本条件化,"TimeCAP: Learning to Contextualize, Augment, and Predict Time Series Events with Large Language Model Agents",Geon Lee; Wenchao Yu; Kijung Shin; Wei Cheng; Haifeng Chen,AAAI 2025,2025,2502.11418,10.1609/aaai.v39i17.33989,https://arxiv.org/pdf/2502.11418,提出 TimeCAP，用 LLM 代理生成上下文摘要并增强时序事件预测。,yes
88,7,多模态/文本条件化,Context is Key: A Benchmark for Forecasting with Essential Textual Information,Andrew Robert Williams; Arjun Ashok; Étienne Marcotte; Valentina Zantedeschi; Jithendaraa Subramanian; Roland Riachi; James Requeima; Alexandre Lacoste; Irina Rish; Nicolas Chapados; Alexandre Drouin,ICML 2025,2025,2410.18959,,https://arxiv.org/pdf/2410.18959,提出 CiK 基准：预测须结合数值历史与关键文本上下文，并给出 LLM 评测与区域缩放 CRPS 指标。,yes
89,7,多模态/文本条件化,From News to Forecast: Integrating Event Analysis in LLM-Based Time Series Forecasting with Reflection,Xinlei Wang; Maike Feng; Jing Qiu; Jinjin Gu; Junhua Zhao,NeurIPS 2024,2024,2409.17515,10.52202/079017-1853,https://arxiv.org/pdf/2409.17515,用 LLM 代理筛选新闻事件并经反思机制融入时序预测。,yes
90,7,多模态/文本条件化,ChatTime: A Unified Multimodal Time Series Foundation Model Bridging Numerical and Textual Data,Chengsen Wang; Qi Qi; Jingyu Wang; Haifeng Sun; Zirui Zhuang; Jinming Wu; Lei Zhang; Jianxin Liao,AAAI 2025,2025,2412.11376,10.1609/aaai.v39i12.33384,https://arxiv.org/pdf/2412.11376,将时序建模为外语，构建统一处理数值与文本输入输出的多模态时序基础模型 ChatTime。,yes
91,7,多模态/文本条件化,Time-VLM: Exploring Multimodal Vision-Language Models for Augmented Time Series Forecasting,Siru Zhong; Weilin Ruan; Ming Jin; Huan Li; Qingsong Wen; Yuxuan Liang,ICML 2025,2025,2502.04395,,https://arxiv.org/pdf/2502.04395,提出 Time-VLM，利用视觉-语言模型融合时序图像化与文本上下文以增强预测。,yes
92,7,多模态/文本条件化,ChatTS: Aligning Time Series with LLMs via Synthetic Data for Enhanced Understanding and Reasoning,Zhe Xie; Zeyan Li; Xiao He; Longlong Xu; Xidao Wen; Tieying Zhang; Jianjun Chen; Rui Shi; Dan Pei,VLDB 2025,2025,2412.03104,10.14778/3742728.3742735,https://arxiv.org/pdf/2412.03104,用属性驱动合成数据训练原生支持多元时序输入的对话模型 ChatTS。,yes
93,7,多模态/文本条件化,CALF: Aligning LLMs for Time Series Forecasting via Cross-modal Fine-Tuning,Peiyuan Liu; Hang Guo; Tao Dai; Naiqi Li; Jigang Bao; Xudong Ren; Yong Jiang; Shu-Tao Xia,AAAI 2025,2025,2403.07300,10.1609/aaai.v39i18.34082,https://arxiv.org/pdf/2403.07300,提出 CALF，通过跨模态匹配与蒸馏对齐文本与时序分支微调 LLM 预测器。,yes
94,7,多模态/文本条件化,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,Ming Jin; Shiyu Wang; Lintao Ma; Zhixuan Chu; James Y. Zhang; Xiaoming Shi; Pin-Yu Chen; Yuxuan Liang; Yuan-Fang Li; Shirui Pan; Qingsong Wen,ICLR 2024,2024,2310.01728,,https://arxiv.org/pdf/2310.01728,提出 Time-LLM，通过输入重编程与 Prompt-as-Prefix 冻结 LLM 进行时序预测。,yes
95,7,多模态/文本条件化,S2IP-LLM: Semantic Space Informed Prompt Learning with LLM for Time Series Forecasting,Zijie Pan; Yushan Jiang; Sahil Garg; Anderson Schneider; Yuriy Nevmyvaka; Dongjin Song,ICML 2024,2024,2403.05798,,https://arxiv.org/pdf/2403.05798,提出 S2IP-LLM，将时序嵌入与预训练语义空间对齐并用语义锚点提示进行预测。,yes
96,7,多模态/文本条件化,TEMPO: Prompt-based Generative Pre-trained Transformer for Time Series Forecasting,Defu Cao; Furong Jia; Sercan O Arik; Tomas Pfister; Yixiang Zheng; Wen Ye; Yan Liu,ICLR 2024,2024,2310.04948,,https://arxiv.org/pdf/2310.04948,提出 TEMPO，结合趋势-季节-残差分解与提示设计的生成式预训练时序 Transformer。,yes
97,7,多模态/文本条件化,AutoTimes: Autoregressive Time Series Forecasters via Large Language Models,Yong Liu; Guo Qin; Xiangdong Huang; Jianmin Wang; Mingsheng Long,NeurIPS 2024,2024,2402.02370,10.52202/079017-3882,https://arxiv.org/pdf/2402.02370,将 LLM 重用为自回归时序预测器，用时间戳作为位置文本对齐多模态时间信息。,yes
98,7,多模态/文本条件化,T2S: High-resolution Time Series Generation with Text-to-Series Diffusion Models,Yunfeng Ge; Jiawei Li; Yiji Zhao; Haomin Wen; Zhao Li; Meikang Qiu; Hongyan Li; Ming Jin; Shirui Pan,IJCAI 2025,2025,2505.02417,,https://arxiv.org/pdf/2505.02417,提出 T2S 扩散模型，实现领域无关的文本到时序生成。,yes
99,7,多模态/文本条件化,Time-IMM: A Dataset and Benchmark for Irregular Multimodal Multivariate Time Series,Ching Chang; Jeehyun Hwang; Yidan Shi; Haixin Wang; Wen-Chih Peng; Tien-Fu Chen; Wei Wang,NeurIPS 2025 D&B,2025,2506.10412,10.52202/085713-1533,https://arxiv.org/pdf/2506.10412,发布不规则多模态多元时序数据集与基准 Time-IMM。,yes
100,7,多模态/文本条件化,MAESTRO: Adaptive Sparse Attention and Robust Learning for Multimodal Dynamic Time Series,Payal Mohapatra; Yueyuan Sui; Akash Pandey; Stephen Xia; Qi Zhu,NeurIPS 2025 (Spotlight),2025,2509.25278,10.52202/085713-2694,https://arxiv.org/pdf/2509.25278,提出 MAESTRO，用自适应稀疏注意力与稳健学习建模多模态动态时序。,yes
101,7,多模态/文本条件化,TimeOmni-1: Incentivizing Complex Reasoning with Time Series in Large Language Models,Tong Guan; Zijie Meng; Dianqi Li; Shiyu Wang; Chao-Han Huck Yang; Qingsong Wen; Zuozhu Liu; Sabato Marco Siniscalchi; Ming Jin; Shirui Pan,ICLR 2026,2026,2509.24803,,https://arxiv.org/pdf/2509.24803,提出 TimeOmni-1，激励 LLM 对时序进行复杂推理的训练框架。,yes
102,4,基准与评测方法学,GIFT-Eval: A Benchmark for General Time Series Forecasting Model Evaluation,Taha Aksu; Gerald Woo; Juncheng Liu; Xu Liu; Chenghao Liu; Silvio Savarese; Caiming Xiong; Doyen Sahoo,NeurIPS 2024 TSALM Workshop / arXiv（非主会，池外参考）,2024,2410.10393,,https://arxiv.org/pdf/2410.10393,提出覆盖 24 个数据集、多领域多频率的通用时序预测基准 GIFT-Eval。,no
103,4,基准与评测方法学,fev-bench: A Realistic Benchmark for Time Series Forecasting,Oleksandr Shchur; Abdul Fatir Ansari; Caner Turkmen; Lorenzo Stella; Nick Erickson; Pablo Guerron; Michael Bohlke-Schneider; Yuyang Wang,arXiv 2025（未见顶会收录，池外参考）,2025,2509.26468,,https://arxiv.org/pdf/2509.26468,提出含协变量的 100 个任务的预测基准 fev-bench 及配套评测库 fev。,no
